function	function_usr	domain	provenance	current_source	current_header	original_source	original_header
p101_iswprint_l	c:@F@p101_iswprint_l	text	POSIX	libraries/lib_text/src/p101_text/wctype.c	libraries/lib_text/include/p101_text/p101_wctype.h	libraries/lib_posix/src/wctype.c	libraries/lib_posix/include/p101_posix/p101_wctype.h
p101_iswpunct_l	c:@F@p101_iswpunct_l	text	POSIX	libraries/lib_text/src/p101_text/wctype.c	libraries/lib_text/include/p101_text/p101_wctype.h	libraries/lib_posix/src/wctype.c	libraries/lib_posix/include/p101_posix/p101_wctype.h
p101_iswspace_l	c:@F@p101_iswspace_l	text	POSIX	libraries/lib_text/src/p101_text/wctype.c	libraries/lib_text/include/p101_text/p101_wctype.h	libraries/lib_posix/src/wctype.c	libraries/lib_posix/include/p101_posix/p101_wctype.h
p101_iswupper_l	c:@F@p101_iswupper_l	text	POSIX	libraries/lib_text/src/p101_text/wctype.c	libraries/lib_text/include/p101_text/p101_wctype.h	libraries/lib_posix/src/wctype.c	libraries/lib_posix/include/p101_posix/p101_wctype.h
p101_iswxdigit_l	c:@F@p101_iswxdigit_l	text	POSIX	libraries/lib_text/src/p101_text/wctype.c	libraries/lib_text/include/p101_text/p101_wctype.h	libraries/lib_posix/src/wctype.c	libraries/lib_posix/include/p101_posix/p101_wctype.h
p101_isxdigit_l	c:@F@p101_isxdigit_l	text	POSIX	libraries/lib_text/src/p101_text/ctype.c	libraries/lib_text/include/p101_text/p101_ctype.h	libraries/lib_posix/src/ctype.c	libraries/lib_posix/include/p101_posix/p101_ctype.h
p101_l64a	c:@F@p101_l64a	text	XSI	libraries/lib_text/src/p101_text/stdlib.c	libraries/lib_text/include/p101_text/p101_stdlib.h	libraries/lib_posix_xsi/src/stdlib.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_stdlib.h
p101_mbsnrtowcs	c:@F@p101_mbsnrtowcs	text	POSIX	libraries/lib_text/src/p101_text/wchar.c	libraries/lib_text/include/p101_text/p101_wchar.h	libraries/lib_posix/src/wchar.c	libraries/lib_posix/include/p101_posix/p101_wchar.h
p101_memccpy	c:@F@p101_memccpy	text	XSI	libraries/lib_text/src/p101_text/string.c	libraries/lib_text/include/p101_text/p101_string.h	libraries/lib_posix_xsi/src/string.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_string.h
p101_open_wmemstream	c:@F@p101_open_wmemstream	text	POSIX	libraries/lib_text/src/p101_text/wchar.c	libraries/lib_text/include/p101_text/p101_wchar.h	libraries/lib_posix/src/wchar.c	libraries/lib_posix/include/p101_posix/p101_wchar.h
p101_regcomp	c:@F@p101_regcomp	text	POSIX	libraries/lib_text/src/p101_text/regex.c	libraries/lib_text/include/p101_text/p101_regex.h	libraries/lib_posix/src/regex.c	libraries/lib_posix/include/p101_posix/p101_regex.h
p101_regerror	c:@F@p101_regerror	text	POSIX	libraries/lib_text/src/p101_text/regex.c	libraries/lib_text/include/p101_text/p101_regex.h	libraries/lib_posix/src/regex.c	libraries/lib_posix/include/p101_posix/p101_regex.h
p101_regexec	c:@F@p101_regexec	text	POSIX	libraries/lib_text/src/p101_text/regex.c	libraries/lib_text/include/p101_text/p101_regex.h	libraries/lib_posix/src/regex.c	libraries/lib_posix/include/p101_posix/p101_regex.h
p101_regfree	c:@F@p101_regfree	text	POSIX	libraries/lib_text/src/p101_text/regex.c	libraries/lib_text/include/p101_text/p101_regex.h	libraries/lib_posix/src/regex.c	libraries/lib_posix/include/p101_posix/p101_regex.h
p101_rpmatch	c:@F@p101_rpmatch	text	common-Unix	libraries/lib_text/src/p101_text/stdlib.c	libraries/lib_text/include/p101_text/p101_stdlib.h	libraries/lib_unix/src/stdlib.c	libraries/lib_unix/include/p101_unix/p101_stdlib.h
p101_stpcpy	c:@F@p101_stpcpy	text	POSIX	libraries/lib_text/src/p101_text/string.c	libraries/lib_text/include/p101_text/p101_string.h	libraries/lib_posix/src/string.c	libraries/lib_posix/include/p101_posix/p101_string.h
p101_stpncpy	c:@F@p101_stpncpy	text	POSIX	libraries/lib_text/src/p101_text/string.c	libraries/lib_text/include/p101_text/p101_string.h	libraries/lib_posix/src/string.c	libraries/lib_posix/include/p101_posix/p101_string.h
p101_strcasecmp	c:@F@p101_strcasecmp	text	POSIX	libraries/lib_text/src/p101_text/strings.c	libraries/lib_text/include/p101_text/p101_strings.h	libraries/lib_posix/src/strings.c	libraries/lib_posix/include/p101_posix/p101_strings.h
p101_strcasecmp_l	c:@F@p101_strcasecmp_l	text	POSIX	libraries/lib_text/src/p101_text/strings.c	libraries/lib_text/include/p101_text/p101_strings.h	libraries/lib_posix/src/strings.c	libraries/lib_posix/include/p101_posix/p101_strings.h
p101_strcasestr	c:@F@p101_strcasestr	text	common-Unix	libraries/lib_text/src/p101_text/string.c	libraries/lib_text/include/p101_text/p101_string.h	libraries/lib_unix/src/string.c	libraries/lib_unix/include/p101_unix/p101_string.h
p101_strchrnul	c:@F@p101_strchrnul	text	common-Unix	libraries/lib_text/src/p101_text/string.c	libraries/lib_text/include/p101_text/p101_string.h	libraries/lib_unix/src/string.c	libraries/lib_unix/include/p101_unix/p101_string.h
p101_strcoll_l	c:@F@p101_strcoll_l	text	POSIX	libraries/lib_text/src/p101_text/string.c	libraries/lib_text/include/p101_text/p101_string.h	libraries/lib_posix/src/string.c	libraries/lib_posix/include/p101_posix/p101_string.h
p101_strdup	c:@F@p101_strdup	text	POSIX	libraries/lib_text/src/p101_text/string.c	libraries/lib_text/include/p101_text/p101_string.h	libraries/lib_posix/src/string.c	libraries/lib_posix/include/p101_posix/p101_string.h
p101_strerror_r	c:@F@p101_strerror_r	text	POSIX	libraries/lib_text/src/p101_text/string.c	libraries/lib_text/include/p101_text/p101_string.h	libraries/lib_posix/src/string.c	libraries/lib_posix/include/p101_posix/p101_string.h
p101_strncasecmp	c:@F@p101_strncasecmp	text	POSIX	libraries/lib_text/src/p101_text/strings.c	libraries/lib_text/include/p101_text/p101_strings.h	libraries/lib_posix/src/strings.c	libraries/lib_posix/include/p101_posix/p101_strings.h
p101_strncasecmp_l	c:@F@p101_strncasecmp_l	text	POSIX	libraries/lib_text/src/p101_text/strings.c	libraries/lib_text/include/p101_text/p101_strings.h	libraries/lib_posix/src/strings.c	libraries/lib_posix/include/p101_posix/p101_strings.h
p101_strndup	c:@F@p101_strndup	text	POSIX	libraries/lib_text/src/p101_text/string.c	libraries/lib_text/include/p101_text/p101_string.h	libraries/lib_posix/src/string.c	libraries/lib_posix/include/p101_posix/p101_string.h
p101_strnlen	c:@F@p101_strnlen	text	POSIX	libraries/lib_text/src/p101_text/string.c	libraries/lib_text/include/p101_text/p101_string.h	libraries/lib_posix/src/string.c	libraries/lib_posix/include/p101_posix/p101_string.h
p101_strsep	c:@F@p101_strsep	text	common-Unix	libraries/lib_text/src/p101_text/string.c	libraries/lib_text/include/p101_text/p101_string.h	libraries/lib_unix/src/string.c	libraries/lib_unix/include/p101_unix/p101_string.h
p101_strsignal	c:@F@p101_strsignal	text	POSIX	libraries/lib_text/src/p101_text/string.c	libraries/lib_text/include/p101_text/p101_string.h	libraries/lib_posix/src/string.c	libraries/lib_posix/include/p101_posix/p101_string.h
p101_strtok_r	c:@F@p101_strtok_r	text	POSIX	libraries/lib_text/src/p101_text/string.c	libraries/lib_text/include/p101_text/p101_string.h	libraries/lib_posix/src/string.c	libraries/lib_posix/include/p101_posix/p101_string.h
p101_strxfrm_l	c:@F@p101_strxfrm_l	text	POSIX	libraries/lib_text/src/p101_text/string.c	libraries/lib_text/include/p101_text/p101_string.h	libraries/lib_posix/src/string.c	libraries/lib_posix/include/p101_posix/p101_string.h
p101_swab	c:@F@p101_swab	text	XSI	libraries/lib_text/src/p101_text/unistd.c	libraries/lib_text/include/p101_text/p101_unistd.h	libraries/lib_posix_xsi/src/unistd.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_unistd.h
p101_tolower_l	c:@F@p101_tolower_l	text	POSIX	libraries/lib_text/src/p101_text/ctype.c	libraries/lib_text/include/p101_text/p101_ctype.h	libraries/lib_posix/src/ctype.c	libraries/lib_posix/include/p101_posix/p101_ctype.h
p101_toupper_l	c:@F@p101_toupper_l	text	POSIX	libraries/lib_text/src/p101_text/ctype.c	libraries/lib_text/include/p101_text/p101_ctype.h	libraries/lib_posix/src/ctype.c	libraries/lib_posix/include/p101_posix/p101_ctype.h
p101_towctrans_l	c:@F@p101_towctrans_l	text	POSIX	libraries/lib_text/src/p101_text/wctype.c	libraries/lib_text/include/p101_text/p101_wctype.h	libraries/lib_posix/src/wctype.c	libraries/lib_posix/include/p101_posix/p101_wctype.h
p101_towlower_l	c:@F@p101_towlower_l	text	POSIX	libraries/lib_text/src/p101_text/wctype.c	libraries/lib_text/include/p101_text/p101_wctype.h	libraries/lib_posix/src/wctype.c	libraries/lib_posix/include/p101_posix/p101_wctype.h
p101_towupper_l	c:@F@p101_towupper_l	text	POSIX	libraries/lib_text/src/p101_text/wctype.c	libraries/lib_text/include/p101_text/p101_wctype.h	libraries/lib_posix/src/wctype.c	libraries/lib_posix/include/p101_posix/p101_wctype.h
p101_wcpcpy	c:@F@p101_wcpcpy	text	POSIX	libraries/lib_text/src/p101_text/wchar.c	libraries/lib_text/include/p101_text/p101_wchar.h	libraries/lib_posix/src/wchar.c	libraries/lib_posix/include/p101_posix/p101_wchar.h
p101_wcpncpy	c:@F@p101_wcpncpy	text	POSIX	libraries/lib_text/src/p101_text/wchar.c	libraries/lib_text/include/p101_text/p101_wchar.h	libraries/lib_posix/src/wchar.c	libraries/lib_posix/include/p101_posix/p101_wchar.h
p101_wcscasecmp	c:@F@p101_wcscasecmp	text	POSIX	libraries/lib_text/src/p101_text/wchar.c	libraries/lib_text/include/p101_text/p101_wchar.h	libraries/lib_posix/src/wchar.c	libraries/lib_posix/include/p101_posix/p101_wchar.h
p101_wcscoll_l	c:@F@p101_wcscoll_l	text	POSIX	libraries/lib_text/src/p101_text/wchar.c	libraries/lib_text/include/p101_text/p101_wchar.h	libraries/lib_posix/src/wchar.c	libraries/lib_posix/include/p101_posix/p101_wchar.h
p101_wcsdup	c:@F@p101_wcsdup	text	POSIX	libraries/lib_text/src/p101_text/wchar.c	libraries/lib_text/include/p101_text/p101_wchar.h	libraries/lib_posix/src/wchar.c	libraries/lib_posix/include/p101_posix/p101_wchar.h
p101_wcsncasecmp	c:@F@p101_wcsncasecmp	text	POSIX	libraries/lib_text/src/p101_text/wchar.c	libraries/lib_text/include/p101_text/p101_wchar.h	libraries/lib_posix/src/wchar.c	libraries/lib_posix/include/p101_posix/p101_wchar.h
p101_wcsnlen	c:@F@p101_wcsnlen	text	POSIX	libraries/lib_text/src/p101_text/wchar.c	libraries/lib_text/include/p101_text/p101_wchar.h	libraries/lib_posix/src/wchar.c	libraries/lib_posix/include/p101_posix/p101_wchar.h
p101_wcsnrtombs	c:@F@p101_wcsnrtombs	text	POSIX	libraries/lib_text/src/p101_text/wchar.c	libraries/lib_text/include/p101_text/p101_wchar.h	libraries/lib_posix/src/wchar.c	libraries/lib_posix/include/p101_posix/p101_wchar.h
p101_wcswidth	c:@F@p101_wcswidth	text	XSI	libraries/lib_text/src/p101_text/wchar.c	libraries/lib_text/include/p101_text/p101_wchar.h	libraries/lib_posix_xsi/src/wchar.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_wchar.h
p101_wcsxfrm_l	c:@F@p101_wcsxfrm_l	text	POSIX	libraries/lib_text/src/p101_text/wchar.c	libraries/lib_text/include/p101_text/p101_wchar.h	libraries/lib_posix/src/wchar.c	libraries/lib_posix/include/p101_posix/p101_wchar.h
p101_wctrans_l	c:@F@p101_wctrans_l	text	POSIX	libraries/lib_text/src/p101_text/wctype.c	libraries/lib_text/include/p101_text/p101_wctype.h	libraries/lib_posix/src/wctype.c	libraries/lib_posix/include/p101_posix/p101_wctype.h
p101_wctype_l	c:@F@p101_wctype_l	text	POSIX	libraries/lib_text/src/p101_text/wctype.c	libraries/lib_text/include/p101_text/p101_wctype.h	libraries/lib_posix/src/wctype.c	libraries/lib_posix/include/p101_posix/p101_wctype.h
p101_wcwidth	c:@F@p101_wcwidth	text	XSI	libraries/lib_text/src/p101_text/wchar.c	libraries/lib_text/include/p101_text/p101_wchar.h	libraries/lib_posix_xsi/src/wchar.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_wchar.h
p101_wordexp	c:@F@p101_wordexp	text	POSIX	libraries/lib_text/src/p101_text/wordexp.c	libraries/lib_text/include/p101_text/p101_wordexp.h	libraries/lib_posix/src/wordexp.c	libraries/lib_posix/include/p101_posix/p101_wordexp.h
p101_wordfree	c:@F@p101_wordfree	text	POSIX	libraries/lib_text/src/p101_text/wordexp.c	libraries/lib_text/include/p101_text/p101_wordexp.h	libraries/lib_posix/src/wordexp.c	libraries/lib_posix/include/p101_posix/p101_wordexp.h
p101_pthread_atfork	c:@F@p101_pthread_atfork	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_attr_destroy	c:@F@p101_pthread_attr_destroy	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_attr_getdetachstate	c:@F@p101_pthread_attr_getdetachstate	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_attr_getguardsize	c:@F@p101_pthread_attr_getguardsize	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_attr_getinheritsched	c:@F@p101_pthread_attr_getinheritsched	thread	POSIX-optional	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_attr_getschedparam	c:@F@p101_pthread_attr_getschedparam	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_attr_getschedpolicy	c:@F@p101_pthread_attr_getschedpolicy	thread	POSIX-optional	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_attr_getscope	c:@F@p101_pthread_attr_getscope	thread	POSIX-optional	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_attr_getstack	c:@F@p101_pthread_attr_getstack	thread	POSIX-optional	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_attr_getstacksize	c:@F@p101_pthread_attr_getstacksize	thread	POSIX-optional	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_attr_init	c:@F@p101_pthread_attr_init	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_attr_setdetachstate	c:@F@p101_pthread_attr_setdetachstate	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_attr_setguardsize	c:@F@p101_pthread_attr_setguardsize	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_attr_setinheritsched	c:@F@p101_pthread_attr_setinheritsched	thread	POSIX-optional	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_attr_setschedparam	c:@F@p101_pthread_attr_setschedparam	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_attr_setschedpolicy	c:@F@p101_pthread_attr_setschedpolicy	thread	POSIX-optional	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_attr_setscope	c:@F@p101_pthread_attr_setscope	thread	POSIX-optional	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_attr_setstack	c:@F@p101_pthread_attr_setstack	thread	POSIX-optional	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_attr_setstacksize	c:@F@p101_pthread_attr_setstacksize	thread	POSIX-optional	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_cancel	c:@F@p101_pthread_cancel	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_create	c:@F@p101_pthread_create	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_detach	c:@F@p101_pthread_detach	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_equal	c:@F@p101_pthread_equal	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_exit	c:@F@p101_pthread_exit	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_getschedparam	c:@F@p101_pthread_getschedparam	thread	POSIX-optional	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_getspecific	c:@F@p101_pthread_getspecific	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_join	c:@F@p101_pthread_join	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_key_create	c:@F@p101_pthread_key_create	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_key_delete	c:@F@p101_pthread_key_delete	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_kill	c:@F@p101_pthread_kill	thread	POSIX	libraries/lib_concurrency/src/p101_thread/signal.c	libraries/lib_concurrency/include/p101_thread/p101_signal.h	libraries/lib_posix/src/signal.c	libraries/lib_posix/include/p101_posix/p101_signal.h
p101_pthread_self	c:@F@p101_pthread_self	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_setcancelstate	c:@F@p101_pthread_setcancelstate	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_setcanceltype	c:@F@p101_pthread_setcanceltype	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_setschedparam	c:@F@p101_pthread_setschedparam	thread	POSIX-optional	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_setspecific	c:@F@p101_pthread_setspecific	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_sigmask	c:@F@p101_pthread_sigmask	thread	POSIX	libraries/lib_concurrency/src/p101_thread/signal.c	libraries/lib_concurrency/include/p101_thread/p101_signal.h	libraries/lib_posix/src/signal.c	libraries/lib_posix/include/p101_posix/p101_signal.h
p101_pthread_testcancel	c:@F@p101_pthread_testcancel	thread	POSIX	libraries/lib_concurrency/src/p101_thread/pthread.c	libraries/lib_concurrency/include/p101_thread/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_clock_getres	c:@F@p101_clock_getres	time	POSIX	libraries/lib_time/src/time.c	libraries/lib_time/include/p101_time/p101_time.h	libraries/lib_posix/src/time.c	libraries/lib_posix/include/p101_posix/p101_time.h
p101_clock_gettime	c:@F@p101_clock_gettime	time	POSIX	libraries/lib_time/src/time.c	libraries/lib_time/include/p101_time/p101_time.h	libraries/lib_posix/src/time.c	libraries/lib_posix/include/p101_posix/p101_time.h
p101_clock_settime	c:@F@p101_clock_settime	time	POSIX	libraries/lib_time/src/time.c	libraries/lib_time/include/p101_time/p101_time.h	libraries/lib_posix/src/time.c	libraries/lib_posix/include/p101_posix/p101_time.h
p101_gmtime_r	c:@F@p101_gmtime_r	time	POSIX	libraries/lib_time/src/time.c	libraries/lib_time/include/p101_time/p101_time.h	libraries/lib_posix/src/time.c	libraries/lib_posix/include/p101_posix/p101_time.h
p101_localtime_r	c:@F@p101_localtime_r	time	POSIX	libraries/lib_time/src/time.c	libraries/lib_time/include/p101_time/p101_time.h	libraries/lib_posix/src/time.c	libraries/lib_posix/include/p101_posix/p101_time.h
p101_nanosleep	c:@F@p101_nanosleep	time	POSIX	libraries/lib_time/src/time.c	libraries/lib_time/include/p101_time/p101_time.h	libraries/lib_posix/src/time.c	libraries/lib_posix/include/p101_posix/p101_time.h
p101_strftime_l	c:@F@p101_strftime_l	time	POSIX	libraries/lib_time/src/time.c	libraries/lib_time/include/p101_time/p101_time.h	libraries/lib_posix/src/time.c	libraries/lib_posix/include/p101_posix/p101_time.h
p101_strptime	c:@F@p101_strptime	time	XSI	libraries/lib_time/src/time.c	libraries/lib_time/include/p101_time/p101_time.h	libraries/lib_posix_xsi/src/time.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_time.h
p101_tzset	c:@F@p101_tzset	time	POSIX	libraries/lib_time/src/time.c	libraries/lib_time/include/p101_time/p101_time.h	libraries/lib_posix/src/time.c	libraries/lib_posix/include/p101_posix/p101_time.h
